title,publication-date,event-date,country,location_x,lat_long,diseases,syndromes,url,id,cases_y,dead_y,disease_y,syndrome_y,location_y,keywords_y,Translated_Content
UNITED KINGDOM - Suspected bird flu kills 53 geese and 14 swans at Winsford Marina,5/01/2022,,United Kingdom,"ENG, Cheshire, Winsford","53.194, -2.514",avian influenza/unspecified,,http://outbreaks.globalincidentmap.com/eventdetail.php?ID=42272,60,,53.0,bird flu,,UNITED KINGDOM,kills,Error 404: Page not found
VA: 2022 Monkeypox;,26/05/2022,,United States,FL,"28.661, -82.486",Mpox,,https://flutrackers.com/forum/forum/united-states/other-diseases-ai/monkeypox-ab/950027-va-2022-monkeypox,61,,,Monkeypox,,,outbreak,No content found
"Rising Skin Patients, Fever - Growing Skin Patients, Fever In The Heat Is Also Disturbing - Baghpat News",25/04/2022,,India,,"28.632, 77.219",,Febrile syndromes,https://www.amarujala.com/uttar-pradesh/baghpat/rising-skin-patients-fever-baghpat-news-mrt5858130166,62,,,,Fever,,"rising, growing, disturbing, in the heat","मेरा शहर     Link Copied रहें हर खबर से अपडेट, डाउनलोड करें Android Hindi News App, iOS Hindi News App और Amarujala Hindi News APP अपने मोबाइल पे|Get all India News in Hindi related to live update of politics, sports, entertainment, technology and education etc. Stay updated with us for all breaking news from India News and more news in Hindi. Next Article Please wait... Please wait... Delete All Cookies Followed"
Official announcement! 5 new cases of asymptomatic infection imported abroad in Shaanxi;,11/04/2021,10/04/2021,China,Shaanxi,"35.155, 108.862",covid19,severe acute respiratory syndrome,http://www.nbd.com.cn/articles/2021-04-11/1692114.html,63,5.0,,asymptomatic infection,,Shaanxi,new,"Everyone at the beginning of the Internet> Startup News> Text 2021-04-11 17:57:45 According to the official website of the Shaanxi Provincial Health Commission, 0-24 on April 10, no new report on local diagnosis cases, suspected cases, asymptomatic symptomsInfected.At 0-24 o'clock on April 10, 5 cases of non-symptoms were reported to report overseas, and asymptomatic infected people lifted medical observations.As of 24:00 on April 10, there were 248 local confirmed cases, 245 cases of discharge, and 3 cases of death.As of 24:00 on April 10, a total of 328 confirmed cases were reported overseas, 316 were discharged and 12 cases were discharged.A total of 254 cases of non -symptoms were reported overseas, and 24 cases were turned to confirmed cases, 206 cases of medical observation were lifted, and 24 asymptomatic infections who were still observing medical observation.Today's newly added: Five of the 5 cases of input non -symptoms in Shaanxi, 4 cases of passengers from Dubai, UAE to Beijing on April 9, and 1 case from Pakistani to PK854 passengers from Pakistan to Beijing PK854 on March 27.After the CA942 flight on April 9, after the PK854 flight arrived at the first entry point Xi'an Xianyang International Airport on March 27, all the staff of the flight implemented closed -loop management measures such as customs quarantine, nucleic acid detection, point -to -point transportation, isolation medical observation, and no in Shaanxi Province.Movement tracking.Asymptomatic infection 1: Kang Moumou, male, 21 years old, Shandong, passenger CA942 on April 9.Nucleic acid testing results are positive. After consultation with the municipal expert group, diagnosed as asymptomatic infected by new crown pneumonia, and currently isolate medical observation in designated medical institutions.Announced asymptomatic infection 2: Ren Moumou, male, 23 years old, Henan, passengers CA942 on April 9.Nucleic acid testing results are positive. After consultation with the municipal expert group, diagnosed as asymptomatic infected by new crown pneumonia, and currently isolate medical observation in designated medical institutions.Announced asymptomatic infection 3: Liu Moumou, male, 34 years old, Henan, passenger CA942 on April 9.Nucleic acid testing results are positive. After consultation with the municipal expert group, diagnosed as asymptomatic infected by new crown pneumonia, and currently isolate medical observation in designated medical institutions.Announced asymptomatic infection 4: Zhang Moumou, male, 22 years old, Shandong, passengers CA942 on April 9.Nucleic acid testing results are positive. After consultation with the municipal expert group, diagnosed as asymptomatic infected by new crown pneumonia, and currently isolate medical observation in designated medical institutions.Announced asymptomatic infection 5: Li Moumou, male, 51 years old, Shandong, Passenger Passenger PB854 on March 27.During the quarantine, the results of the nucleic acid testing were positive. After consultation with the municipal expert group, the diagnosis was diagnosed as a asymptomatic infection of the new crown pneumonia. At present, it isolate medical observation in a designated medical institution.Special reminder: If we use your picture, please contact the author to contribute to this site.If you don't want the work to appear on this site, you can contact us to ask for your work.In the previous article, the Shenzhen Stock Exchange issued a follow -up letter to Hanyu Pharmaceutical Next article every 18 points | Israeli Study: The variant virus found in South Africa can ""break the"" Pfizer Vaccine Protection Network;The latest position exposure of these top flow is welcome to pay attention to the daily economic news APP 0 0 Copyright © 2024 Daily Economic News Newspaper All rights reserved. If it is permitted, it shall not be reproduced and used.广告热线北京: 010-57613265, 上海: 021-61283008, 广州: 020-84201861, 深圳: 0755-83520159, 成都: 028-86512112       互联网新闻信息服务许可证:51120190017   网站备案号:蜀ICP备19004508号-3Chuangong.com Anjian 51019002002026 News Professional Ethical Supervision Hotline: 400 889 0008 Email: zbb@nbd.com.cn"
"PRO/AH/EDR> Monkeypox update (83) case counts, intradermal vaccination",7/10/2022,6/10/2022,United States,SC,"33.913, -80.9",Mpox,,https://www.promedmail.org/promed-post/?id=8706012,64,,,Monkeypox,,,update,Error: Failed to fetch content after retries
In Mykolaiv region — outbreak of bird flu;,19/10/2021,19/10/2021,Ukraine,"Autonomous Republic of Crimea, Simferopolskyi raion, Mykolaivka","44.969, 33.607",avian influenza/unspecified,,https://agroportal.ua/news/zhivotnovodstvo/na-nikolaevshchine--vspyshka-ptichego-grippa/,65,,,bird flu,,Mikolaiv region,outbreak,"US farmers have warned that mass deportation of illegals will raise prices for products Ukrrominvest has processed more than 1 million tonnes of Rabobank sugar beet: a new less profitability in crop production exports of sheep and goats has increased by 60%.For 3 thousand cows, the agricultural sector of Ukraine is able to create a safety umbrella for the entire EU Smartfarming and the Earth's expenses will give the finalists the competition forces agro -agricultural tools for long -term sustainable development freight rates on the transportation of grain remain stable Cabinet of Ministers.Agro Export licensing is canceled.Exception - Five EU countries Ukraine can occupy a niche of organic legumes to the EU Louis Dreyfus. Elevators in Russia AMCU fined the state company for abuseThe law required for European integration to Ukraine this season has already exported 18 million tonnes of grain berry in the Carpathian region will begin to make jams export of agricultural products by rail through western borders slowed down the growth rate11 times changed the minimum tax on the Earth, the war only complicates the already difficult relations of Ukraine with China with a delicious count to the holiday: Advent calendar from Ukrainian manufacturers Advent Calendar originates from the Christian tradition of Christmas, which originated in the XIX century in Germany.Initially, these were simple ways to count the days before the holiday - they lit candles or painted chalk on the door strips, which were then erased daily.Grants for processing companies: how to get the maximum amount the competition for small manufacturers is the force of grant agriculture for processing enterprises: how to get the maximum amount as farmers to get a loan for sowing in the OTP bank securedCalendars from Ukrainian producers Phosphorus in fertilizers: what kind of form to look for?Zhytomyr sweets conquer the world in Hanover, the best agricultural agricultural agricultural companies of the law company Everlegal in the booking of workers were awarded the world on November 29, 2024, 07:00 7596.and grain processing, the head of the NUHT training department why the youth do not choose the agro -head, and how to break this closed circle on November 25, 2024, 07:00 768 Yuri Shchuklin expert in logistics, member of the EBA logistics committee, adviser to the chairmanOr as a pricing for the transportation of goods by rail became a market on November 22, 2024, 06:44 669 Yulia Yefimova Director of Personnel of the Agrotrade Group as Overcome the CallsClimate, Earth market, economy.Targeted audience - small and medium -sized agricultural producers, agroholdings, companies providing services to agricultural producers, tergromades, students, politicians, government officials, public associations of the agro -industrial complex.Our values: quality, communication, sustainable development of agroindustrial complex.Agroportal.ua - among the leaders of agricultural.In addition to the operational news of the agroindustrial complex, it is implemented by the social project for the development of rural territories ""Incredible villages of Ukraine"", competitions for students and identifies the leaders of the agro -industrial market in the Agro Champions Award.All news and world news: online renewal, promptly, qualitatively, accessible, expert and practically on the agro-portal and agro-edition channels on social networks."
SpaceX Rocket Factory Outbreak At least 132 people tested positive for COVID-19 – cnBeta.COM;,21/12/2021,21/12/2021,United States,"FL, Alachua, Hawthorne","29.591, -82.085",covid19,,https://www.cnbeta.com/articles/tech/1216909.htm,66,132.0,,COVID-19,,,outbreak,Error: Failed to fetch content after retries
INDIA - J&K reports 125 new Covid-19 cases,24/08/2021,24/08/2021,India,"Jammu & Kashmir, Jammu, Jammu","32.705, 74.88",covid19,,http://outbreaks.globalincidentmap.com/eventdetail.php?ID=39469,67,125.0,,Covid-19,,J&K,new,Error 404: Page not found
Corona : 15768 people in the state today are infected - Janam TV,22/09/2021,22/09/2021,India,Kerala,"10.45, 76.408",covid19,,https://janamtv.com/80432996/,68,15768.0,,Corona,,,,Error: Failed to fetch content after retries
"Bageshwar, India -105 out of 440 children taken home by parents due to diarrhoea outbreak",11/12/2022,,India,"Uttarakhand, Bageshwar, Bageshwar","29.838, 79.774",unknown,Acute gastroenteritis,https://www.livehindustan.com/uttarakhand/story-diarrhea-outbreak-bageshwar-parents-took-105-out-of-440-children-home-7471518.html,69,105.0,0.0,diarrhoea,,"Bageshwar, India",outbreak,Error: Failed to fetch content after retries
The mass poisoning at Ischool Nha Trang stemmed from fried chicken wings,6/12/2022,,Vietnam,"Khánh Hòa, Nha Trang, Nha Trang","12.256, 109.195",,Acute gastroenteritis,https://www.sggp.org.vn/vu-ngo-doc-tap-the-tai-truong-ischool-nha-trang-xuat-phat-tu-mon-canh-ga-chien-861581.html,70,,,,,Ischool Nha Trang,"mass poisoning, fried chicken wings","According to a survey from the staff and kitchen supervisor of Nha Trang Ischool, chicken wing material was imported on the afternoon of November 16.After importing goods, food (intact box) is placed on the table in the kitchen area until the next morning, processing food.According to Nha Trang Medical Center, the fact that the food has not completely defrosted, cooked unprofitable, the source of raw materials is not guaranteed to be an ideal condition for microorganisms in food to grow, causing food infection.It is known that Nha Trang Ischool signed a contract with Mr. Bui Phuc Lam (40 years old, living in Nha Trang City) to organize a semi -boarding kitchen for more than 900 students and teachers (including 50 teachers).The processing process is done at the school's kitchen and has full business and food processing licenses.The authorities have identified, the ISchool Nha Trang collective kitchen is the basis for processing processing and providing meals to cause food poisoning.Earlier, the SGGP newspaper reflected the collective food poisoning at ISchool Nha Trang school caused 665 cases of poisoning, having health problems, of which 1 student (6 years old) died.Regarding the case, the police of Khanh Hoa province also prosecuted a criminal case that violated food safety regulations occurring at ISchool Nha Trang school, after the investigating agency determined to show signs of crime.© Copyright Saigon Liberation.License of printing and electronic newspaper No. 305/GP-BTTTT issued by the Ministry of Information and Communications on August 28, 2023.Deputy Editor-in-chief: Nguyen Khac Van Deputy Editor: Nguyen Thanh Loi, Nguyen Ngoc Anh, Pham Van Truong, Bui Thi Hong Suong Secretary of the Editorial Office: Nguyen Chien Dung Editor: 432-434 Nguyen Thi Minh Khai,Ward 5, District 3, Ho Chi Minh City Phone SGGP: (028) 3,9294.091, 3,9294.092, 3,9294.093, 3,9294.097, 3,9294.098 Electronic newspaper editorial phone: (028) 3,9294,069, 3,9294.068 contact ads: Monitoring SGGP above: © Copyright Saigon Liberation.License of printing and electronic newspaper No. 305/GP-BTTTT issued by the Ministry of Information and Communications on August 28, 2023.Deputy Editor in charge: Nguyen Khac Van Deputy Editor: Nguyen Thanh Loi, Nguyen Ngoc Anh, Pham Van Truong, Bui Thi Hong Suong Secretary of the Editorial Office: Nguyen Chien Dung Editor: 432-434 Nguyen Thi Minh Khai,Ward 5, District 3, Ho Chi Minh City Phone SGGP: (028) 3,9294.091, 3,9294.092, 3,9294.093, 3,9294.097, 3,9294.098 Electronic newspaper editorial phone: (028) 3,9294,069, 3,9294.068 contact ads:"
Reditus Lab confirms Omicron now predominant variant in Illinois,1/02/2022,,United States,IL,"40.124, -89.149",covid19,,http://outbreaks.globalincidentmap.com/eventdetail.php?ID=42847,71,,,Omicron,,Illinois,now predominant,Error 404: Page not found
Russia reports world's first case of human infection with H5N8 bird flu,20/02/2021,20/02/2021,Russian Federation,,"55.757, 37.615","influenza a/h5n8, influenza b","severe acute respiratory syndrome, Influenza-like illness",https://crofsblogs.typepad.com/h5n1/2021/02/russia-reports-worlds-first-case-of-human-infection-with-h5n8-bird-flu.html,72,,,H5N8 bird flu,,Russia,first case,Error: Failed to fetch content after retries
"In Russia, identified seven cases of infection with a new strain of coronavirus ""centaur"" - RTVI",27/07/2022,,Russian Federation,,"55.757, 37.615",covid19,,https://rtvi.com/news/v-rossii-vyyavili-sem-sluchaev-zarazheniya-novym-shtammom-koronavirusa-kentavr/,73,7.0,,coronavirus,,Russia,"new, strain, cases","The share of the mutation “Omicron” -sttamma “Kentavar” (BA.2.75) in Russia “is still insignificant”, only seven cases throughout the country, TASS was told by the deputy head of the Central Research Institute of Epidemiology of Rospotrebnadzor Natalya Pshenichnaya.Moreover, other subspecies of the strain (in particular, BA.4 and Ba.5) are observed in 75% of the sick Covid-19.The increase in incidence is now not so rapid compared to January, when the Delta strain lost to Omicron, wheat noted.She referred to the opinion of foreign experts, who stated that those who were ill with the first options for Omicron, have preserved antibodies that protect against Ba.4/Ba.5 and Ba.2.75.The representative of Rospotrebnadzor also explained that the new variants of coronavirus infection are transferred to patients not harder than diseases for SARS, so hospitalization, as a rule, is not required.At the moment, sanitary restrictions in the country are currently not needed, but citizens should still be revaccinated once every six months, she added.Wheat recalled that usually ARVI or enterovirus infection was brought from vacation.Climate change, time zones often led to an increase in the body's vulnerability to various infections.Therefore, she recommended using the mask at the first signs of malaise.Rospotrebnadzor announced the first cases of a “centaur” in Russia on July 19.In addition to BA.2.75, other subspecies of Omicone are also common in the country - there is currently a flash of incidence in connection with the spread of the BA.5 virus.It is not worth expecting a new subspecies that the new subspecies will not be worth the “Omicron” of the Omicron, said Anatoly Altstein, professor of the NIC of epidemiology and microbiology named after Gamaley.The flash of incidence due to the “centaur” is unlikely to be stronger than the January wave, he explained."
"In the early years, 38 residents of the Fund were affected by dengue",21/01/2022,,Indonesia,"Papua, Pegunungan Bintang, Batam","-4.44, 140.909",dengue,,https://lemondediplomatique.com.mx/en-los-primeros-anos-38-vecinos-del-fondo-se-vieron-afectados-por-el-dengue/,74,38.0,,dengue,,,affected,Error: Failed to fetch content after retries
Ukraine registers the first case of infection with the variant omicron | Globe24.cz,19/12/2021,18/12/2021,Ukraine,,"50.448, 30.543",covid19,,https://globe24.cz/svet/ukrajina-registruje-prvni-pripad-infekce-variantou-omikron.2ddaa02e,75,1.0,,infection with the variant omicron,,Ukraine,first case,"Translation Error: the JSON object must be str, bytes or bytearray, not NoneType"
Bird flu 'very concerning' as Norfolk and Suffolk cases confirmed - BBC News,27/09/2022,,United Kingdom,,"51.5, -0.126",avian influenza/unspecified,,https://www.bbc.com/news/uk-england-suffolk-63033035,76,,,Bird flu,,Norfolk and Suffolk,confirmed,"High levels of bird flu infection, including new cases in Norfolk and Suffolk, are ""very concerning"", the chief veterinary officer has said. Incidents have been confirmed near Hadleigh, Suffolk and in Northwold and Honington, which are either side of the county border near Thetford, Norfolk. It follows outbreaks at Honington, Bury St Edmunds and Attleborough a week ago. Christine Middlemiss said it was vital biosecurity measures were followed to help prevent the spread of the virus. A 1.9-mile (3km) protection zone and a six-mile (10km) surveillance zone has been placed around all premises and the affected birds will be humanely culled, the Department for Environment, Food and Rural Affairs (Defra) said. ""It's certainly unusual to have this many [national] cases confirmed at this time of year. It's a disease we usually see in the winter when migratory birds return from where they've been over the summer,"" said Ms Middlemiss. ""It's a very concerning level of infection out there at the moment."" She added a ""huge amount of infection"" earlier this year led to a disease ""hangover"" in the summer among wild birds which do not migrate. ""That's why we're seeing these clusters pop up,"" she explained. ""[A case of bird flu] usually means there's a regional really high level of wild bird infection and those birds have gone to different farms and caused infection there."" She added keepers of birds needed to make sure they were ""clean all the time"" during day-to-day tasks with their birds, including cleaning footwear when going from coop to coop. Defra has previously said the virus was ""primarily a disease of birds and the risk to the general public's health is very low"". Find BBC News: East of England on Facebook, Instagram and Twitter. If you have a story suggestion email eastofenglandnews@bbc.co.uk Diane Hele gets West Suffolk hospital's Midwife of the Year award - given in memory of a late midwife. A coroner will examine the death of Malik Bunton at RAF Leeming in July 2023. Suffolk Fire and Rescue Service used a pet-friendly mask to help the rodent after the bedroom blaze. The trust in charge of the hospital predicts a deficit of £28.5m at the end of this financial year. ITFC going toe-to-toe with United, Panto in Bury, Christmas lights in Ipswich and coastal sunsets. Copyright 2024 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking."
"The symptoms and causes of monkeypox infections, which CDC calls an ' emerging issue'",20/05/2022,,United Kingdom,,"51.5, -0.126",Mpox,,https://www.nbcnews.com/health/health-news/monkeypox-virus-symptoms-rcna29510,77,,,monkeypox,,,emerging issue,"Translation Error: the JSON object must be str, bytes or bytearray, not NoneType"
INDIA - Munger - Bihar Logs 13 New Dengue Cases In 24 Hours,1/12/2022,,India,"Bihar, Khagaria, Khagaria","25.506, 86.467",dengue,,http://outbreaks.globalincidentmap.com/event_detail?id=11919674,78,13.0,,Dengue,,"Munger, Bihar",new,Don't have an account?                                                              Register
"National Health Commission: 164 new confirmed cases of new coronavirus pneumonia on July 22, including 128 local cases - China Net News Center;",23/07/2022,,China,,"39.931, 116.386",covid19,,http://news.china.com.cn/2022-07/23/content_78337567.htm,79,164.0,,new coronavirus pneumonia,,China,"new, confirmed","Xinhua News Agency, Beijing, July 23rd. The National Health and Health Commission reported on the 23rd that at 0-24:00 on July 22, 31 provinces (autonomous regions, municipalities) and Xinjiang Production and Construction Corps reported 164 cases of new crown pneumonia.Among them, 36 cases of overseas input cases (9 cases in Fujian, 8 cases in Guangdong, 5 cases in Tianjin, 4 cases in Shanghai, 4 cases in Sichuan, 2 cases in Chongqing, 1 case in Beijing, 1 case in Inner Mongolia, 1 case in Shandong, 1 in Shaanxi), including 6)Examples from asymptomatic infections to confirmed cases (3 cases in Fujian, 2 cases in Guangdong, and 1 case of Tianjin); 128 local cases (42 cases in Gansu, 35 cases in Guangxi, 23 cases in Guangdong, 11 cases in Sichuan, 7 cases in Anhui, Chongqing3 cases, 2 cases in Shanghai, 2 cases in Jiangxi, 1 case in Beijing, 1 case of Henan, and 1 case of Yunnan), including 31 cases from asymptomatic infections to confirmed cases (18 cases in Gansu, 10 cases in Guangxi, 1 case in Anhui, Guangdong1 case, 1 case of Yunnan).There are no new death cases.There are 3 new suspected cases, all of which are overseas input cases (both in Shanghai).There were 97 cases of newly increased hospitalization on the day, including 32 cases of overseas input cases, 65 cases of local cases (14 cases in Gansu, 10 cases in Guangdong, 9 cases in Shanghai, 8 cases in Anhui, 6 cases in Jiangsu, 5 cases in Shandong, 5 cases in Henan, Fujian in Fujian, FujianTwo cases, 2 cases in Hainan, 1 case in Beijing, 1 case of 1 case in Inner Mongolia, 1 case of Jiangxi, 1 case in Guangxi), 19,731 close contacts of medical observations, and 6 cases of severe cases increased from the previous day.There were 534 existing confirmed cases overseas, and 3 cases of suspected cases were input.A total of 20,318 confirmed cases were cumulative, and 19,784 cases were cured and had no death cases.As of 24:00 on July 22, according to the reports of 31 provinces (autonomous regions, municipalities) and Xinjiang Production and Construction Corps, there were 1751 cases of confirmed cases (including 14 cases of severe cases), and 221,542 cases were cured.A total of 22,8519 cases were reported to the accumulated report, and there were 3 suspected cases.A total of 452,7808 people were tracked to the close contact, and 10,3056 close contacts were still observed in medical observation.31 provinces (autonomous regions, municipalities) and Xinjiang Production and Construction Corps reported 653 cases of asymptomatic infection, of which 59 cases were entered overseas, 594 cases of 594 (329 cases in Gansu, 174 cases in Guangxi, 19 cases in Henan, 16 cases in Shanghai, Anhui16 cases, 10 cases in Sichuan, 9 cases in Tianjin, 9 cases in Guangdong, 7 cases in Yunnan, 4 cases in Jiangxi, and 1 case of Chongqing).There were 314 asymptomatic infected from medical observation that day, of which 37 cases were entered overseas, 277 cases of 277 (57 cases in Jiangsu, 48 cases in Anhui, 44 cases in Shanghai, 43 cases in Shandong, 26 cases in Guangxi, 26 cases in Gansu, 14 cases in Henan, Henan, and Henan.10 cases in Fujian, 4 cases in Jiangxi, 3 cases in Guangdong, 1 case of Liaoning, 1 case of Zhejiang); 37 cases of confirmed cases on the day (6 cases in overseas input); 5783 cases of non -symptoms who were observed in medicine (444 overseas input 444example).A total of 473,6370 cases were notified in Hong Kong, Macao and Taiwan.Among them, 349,298 cases of Hong Kong Special Administrative Region (66,336 cases were discharged from hospital, 9,454 deaths), 783 cases of 783 cases of Macau Special Administrative Region (367 cases were discharged from hospital, 6 deaths), and 43,86289 cases in Taiwan (13,742 cases were discharged and 8478 deaths).About Us | Foreign Propaganda Service and Advertising Services |Illegal and bad information report Tel: 010-88828271 Reporting Process All rights reserved China Internet News Center Email: News@china.org.cn Tel: 86-10-88828000 Beijing ICP Certificate 0400890105123"
"The state's top-down daily infections, detected in 24 hours...",7/10/2022,,India,Odisha,"20.513, 84.429",covid19,,https://www.prameyanews7.com/new-covid-cases-in-odisha-2/,80,,,,,,,Error: Failed to fetch content after retries
"National Health Commission: 4,233 new local confirmed cases yesterday and 30,539 new local asymptomatic infections - Shanghai Securities News;",3/12/2022,,China,,"40.05, 116.286",covid19,,"https://news.cnstock.com/news,bwkx-202212-4988870.htm",81,4233.0,,,,Shanghai,new,"Shanghai Securities News China Securities Network News According to the National Health and Health Commission on December 2, at 0-24 on December 1, 31 provinces (autonomous regions, municipalities) and Xinjiang Production and Construction Corps reported 4,278 new new crown pneumonia.Among them, 45 cases of overseas input cases (16 cases in Guangdong, 8 cases in Fujian, 6 cases in Beijing, 4 cases in Shanghai, 3 cases in Jiangxi, 2 cases in Chongqing, 1 case of 1 case in Inner Mongolia, 1 case of Liaoning, 1 case of Heilongjiang, 1 case in Shandong, 1 case of Hubei 1 case, 1 case in Sichuan), including 5 cases from asymptomatic infections to confirmed cases (3 cases in Guangdong, 1 case in Beijing, 1 case in Fujian); 4233 cases of local cases (Guangdong 1782 cases, 942 cases in Beijing, 193 cases in Shanxi, Chongqing, Chongqing, Chongqing, Chongqing, and Chongqing189 cases, 173 cases in Yunnan, 169 cases in Sichuan, 114 cases in Zhejiang, 87 cases of Heilongjiang, 83 cases in Fujian, 81 cases in Henan, 68 cases in Shaanxi, 55 cases in Inner Mongolia, 49 cases in Liaoning, 42 cases in Shandong, 30 cases in Hunan, 27 cases in Jiangsu, 26 cases in Shanghai, 26 cases in Hainan, 20 cases in Hubei, 18 cases in Hebei, 12 cases in Guizhou, 11 cases of Xinjiang, 10 cases of Jilin, 9 cases in Guangxi, 9 cases in Qinghai, 4 cases in Anhui, 1 case of Tianjin, 1 case in Jiangxi, Tibet1 case, 1 case of Ningxia), containing 1089 cases from asymptomatic infections to confirmed cases (824 cases in Guangdong, 64 cases in Chongqing, 61 cases in Zhejiang, 41 cases in Yunnan, 26 cases in Beijing, 17 cases in Fujian, 13 cases in Sichuan, Guangxi8 cases, 7 cases in Shaanxi, 6 cases in Liaoning, 6 cases in Qinghai, 5 cases in Henan, 4 cases in Shanxi, 2 cases in Jiangsu, 1 case in Anhui, 1 case in Shandong, 1 case in Hainan, 1 in Guizhou, 1 case in Ningxia).There are no new death cases.No new suspected cases.There were 2877 cases of newly cured hospitals that day, of which 85 cases were entered overseas, 2792 cases of local cases (1326 cases in Guangdong, 310 in Beijing, 186 cases in Chongqing, 175 cases in Shanxi, 166 cases in Hebei, 127 cases in Sichuan, 84 cases in Henan, Inner Mongolia, Inner Mongolia77 cases, 60 cases in Jiangsu, 40 cases in Yunnan, 36 cases in Heilongjiang, 26 cases in Zhejiang, 21 cases in Fujian, 21 cases in Shandong, 20 cases in Guizhou, 19 in Shaanxi, 15 cases in Hunan, 15 cases in Xinjiang, 12 cases in Qinghai, 10 cases in Liaoning 10 cases, 9 cases in Shanghai, 8 cases of Gansu, 7 cases in Hainan, 6 cases in Jiangxi, 5 cases of Jilin, 4 cases in Hubei, 3 cases in Tianjin, 2 cases of Guangxi, 2 cases in Ningxia), 253,944 close contacts with medical observations, and severe casesOne case was reduced from the previous day.There were 736 existing confirmed cases overseas (non -severe cases), and there were no suspected cases.A total of 2,766 cases were accumulated, and 26,925 cases were cured in accumulatively cured, and there were no death cases.As of 24:00 on December 1st, according to the report of 31 provinces (autonomous regions, municipalities) and Xinjiang Production and Construction Corps, there were 38,748 cases of confirmed cases (including 98 cases of severe cases), 283,983 cases of cure for discharge were cured, and 5233 cases accumulated deaths were accumulated.A total of 32,7964 cases were reported to the accumulated report, and there were no suspected cases.A total of 1327,3513 people were tracked to the close contact, and the close contact with medical observation 2076029.31 provinces (autonomous regions, municipalities) and Xinjiang Production and Construction Corps reported 30,702 cases of asymptomatic infection, of which 163 cases were entered overseas, 30,539 cases were localized (6347 cases in Chongqing, 6010 cases in Guangdong, 3026 cases in Beijing, 2320 cases in Shanxi, Sichuan Sichuan, Sichuan1047 cases, 1032 cases in Yunnan, 812 cases in Xinjiang, 799 cases in Shaanxi, 706 cases in Hubei, 689 cases in Tianjin, 688 cases in Qinghai, 685 cases in Guangxi, 660 cases in Heilongjiang, 623 in Shandong, 523 cases in Jiangsu, 513 cases in Liaoning, and 477 cases of Jilin 477 cases., Ningxia 437 cases, 396 cases in Gansu, 380 cases in Anhui, 356 cases in Hebei, 337 cases in Inner Mongolia, 317 cases in Hunan, 298 cases in Zhejiang, 291 cases in Henan, 240 cases in Guizhou, 209 cases in Shanghai, 156 cases in Fujian, 76 cases in Hainan, Jiangxi in Jiangxi66 cases, 16 cases in Tibet, and 7 cases of corps).There were 21,981 cases of non -symptoms of medical observation that day, of which 153 cases were entered overseas, 21,828 localities (5625 cases in Guangdong, 5059 cases in Chongqing, 2365 cases in Hebei, 1371 in Beijing, 1172 cases in Xinjiang, 803 cases in Henan, 695 cases in Shanxi, Shanxi 695 cases, 695 cases in Shanxi.435 cases in Shaanxi, 413 in Shandong, 379 cases in Hunan, 379 cases in Sichuan, 327 cases in Gansu, 324 cases in Qinghai, 281 cases in Inner Mongolia, 280 cases in Ningxia, 276 cases in Heilongjiang, 276 cases in Jiangsu, 274 cases in Hubei, 195 cases in Jilin, Guangxi 171For example, 164 cases in Tianjin, 103 cases of Yunnan, 98 cases in Liaoning, 72 cases in Anhui, 70 cases in Jiangxi, 55 cases in Guizhou, 54 cases in Shanghai, 49 cases in Zhejiang, 23 cases in Fujian, 21 cases in Tibet, Hainan 15 cases, 4 cases of corps); 1094 cases of confirmed cases on the day (5 cases of inputs overseas); 396094 cases of non -symptoms observed in medical observation (1761 cases were entered overseas).A total of 879,0364 cases were notified in Hong Kong, Macao and Taiwan.Among them, 460,548 cases of Hong Kong Special Administrative Region (99,432 cases were discharged from the hospital, 10,762 deaths were killed), and 808 cases of 808 Special Administrative Regions (791 cases were discharged from hospital), and 832,9008 cases in Taiwan (13,742 cases were discharged and 14,387 deaths were killed)."
"Shanghai, May 23, 2022, 58 new local covid-19 pneumonia confirmed cases, 422 new local asymptomatic infected people, 422 cases of no new overseas ...",24/05/2022,,China,,"39.931, 116.386",covid19,,https://wsjkw.sh.gov.cn/xwfb/20220524/8aca9ba6f316476d8817b57056305352.html,82,58.0,,covid-19 pneumonia,,Shanghai,"new, local",Error: Failed to fetch content after retries
"Globally, covid infections surpass 628 billion cases, over 65600000 deaths - RYT9",14/10/2022,,Brazil,,"-15.78, -47.929",covid19,,https://www.ryt9.com/s/iq38/3364846,83,62800000000.0,65600000.0,covid infections,,,surpass,"International news, Thursday October 13, 2022 23:54-US (IQ) of the US (IQ) has the highest-98,727,136 virus virus (98,727,136), followed by India (44,621,319).There are more than 36 million people who are infected, including France, a country with more than 34 million infected people, namely Brazil Germany, a country with more than 25 million infected people, such as South Korea, a country with a number.More than 23 million people are infected, including the United Kingdom.A country with more than 22 million people with infections, namely Italy, a country with more than 21 million people, such as Japan, Russia, a country with more than 16 million infected, such as Turkey.More than 13 million people are infected, such as Spain, a country with more than 11 million people with Vietnam, which is more than 10 million people with Australia. In addition, the United States is a country.The maximum death in the world (1,089,385) followed by Brazil (687,076) India (528,847) Copyright © 2007-2024 Dataxet Limited (Data Set Join). All rights reserved.SCOM (3.7)| Service agreement  This website uses cookies.Learn more atPrivacy policyAnd the service of using the service"
